code,description
B2204,GPS Antenna Connection Open or Short
B2205,GPS Receiver Error
B2206,Gyroscope Error
B2207,ECU ROM Checksum Error
B2208,Communication Link to Display and Switch Module Error
B2209,Interior Lamp Override Switch Open Circuit
B2210,Interior Lamp Override Switch Short to Ground
B2211,Low Coolant Lamp Output Circuit Short to Battery
B2214,Window Passenger Front Up Switch Short to Battery
B2215,Window Passenger Front Down Switch Short to Battery
B2219,Window Driver Front Current Feedback Exceeded
B2220,Window Driver Rear Current Feedback Exceeded
B2221,Window Passenger Front Current Feedback Exceeded
B2222,Window Passenger Rear Current Feedback Exceeded
B2223,Mirror Driver Drive Circuit Failure
B2224,Mirror Passenger Drive Circuit Failure
B2225,Front Crash Sensor Mount Fault
B2226,Front Crash Sensor Internal Fault
B2227,Front Crash Sensor Driver Communications Fault
B2228,Air Bag Driver Circuit Short to Ground – Loop #2
B2229,Air Bag Passenger Circuit Short to Ground – Loop #2
B2230,Air Bag Driver Circuit Short to Battery – Loop #2
B2231,Air Bag Passenger Circuit Short to Battery – Loop #2
B2232,Air Bag Driver Circuit Open – Loop #2
B2233,Air Bag passenger Circuit Open – Loop #2
B2234,Air Bag Driver Inflator Circuit Resistance Low on Squib – Loop #2
B2235,Air Bag Passenger Inflator Circuit
B2236,Weak or Defected Electric Vehicle Battery Module Fault
B2237,Vehicle Signal indicating Park While VSS Present
B2238,Power Cable For Power Sliding Door Broken
B2239,Rear Cargo Door Set Switch Stuck (Short to Ground)
B2240,Rear Cargo Door Reset Switch Stuck (Short to Ground)
B2241,Rear Cargo Door Lock Circuit Short to Ground
B2242,Rear Cargo Door Unlock Circuit Open
B2243,Driver Rear Door Ajar Circuit Open
B2244,Driver Sliding Door Ajar Circuit Short to GND
B2245,Passenger Rear Door Ajar Circuit Open
B2246,Passenger Sliding Door Ajar Circuit Short to GND
B2247,EV Battery Pack Temperature Fault
B2248,Heated Windshield Relay Coil Circuit Failure
B2249,Head Lamp Relay Coil Short to Battery
B2250,All Doors Unlock Relay Circuit Failure
B2251,Parklamp Output Relay Driver Circuit Failure
B2252,Parklamp Output Relay Dirver Short to Battery
B2300,Seat Driver Memory Position Error
B2301,Seat Passenger Memory Position Error
B2302,Seat Headrest Feedback Potentiometer Circuit Failure
B2303,Seat Headrest Feedback Potentiometer Circuit Open
B2304,Seat Headrest Feedback Potentiometer Circuit Short to Battery
B2305,Seat Headrest Feedback Potentiometer Circuit Short to Ground
B2306,Seat Headrest Motor Stalled
B2310,Mirror Driver Memory Position Error
B2311,Mirror Passenger Memory Position Error
B2312,Mirror Passenger Horizontal Feedback Potentiometer Circuit Failure
B2313,Mirror Passenger Horizontal Feedback Potentiometer Circuit Open
B2314,Mirror Passenger Horizontal Feedback Potentiometer Circuit Short to Battery
B2315,Mirror Passenger Horizontal Feedback Potentiometer Circuit Short to Ground
B2316,Mirror Passenger Vertical Feedback Potentiometer Circuit Failure
B2317,Mirror Passenger Vertical Feedback Potentiometer Circuit Open
B2318,Mirror Passenger Vertical Feedback Potentiometer Circuit Short to Battery
B2319,Mirror Passenger Vertical Feedback Potentiometer Circuit Short to Ground
B2320,Mirror Driver Horizontal Feedback Potentiometer Circuit Failure
B2321,Mirror Driver Horizontal Feedback Potentiometer Circuit Open
B2322,Mirror Driver Horizontal Feedback Potentiometer Circuit Short to Battery
B2323,Mirror Driver Horizontal Feedback Potentiometer Circuit Short to Ground
B2324,Mirror Driver Vertical Feedback Potentiometer Circuit Failure
B2325,Mirror Driver Vertical Feedback Potentiometer Circuit Open
B2326,Mirror Driver Vertical Feedback Potentiometer Circuit Short to Battery
B2327,Mirror Driver Vertical Feedback Potentiometer Circuit Short to Ground
B2328,Column Reach Feedback Potentiometer Circuit Failure
B2329,Column Reach Feedback Potentiometer Circuit Open
B2330,Column Reach Feedback Potentiometer Circuit Short to Battery
B2331,Column Reach Feedback Potentiometer Circuit Short to Ground
B2332,Column Tilt Feedback Potentiometer Circuit Failure
B2333,Column Tilt Feedback Potentiometer Circuit Open
B2334,Column Tilt Feedback Potentiometer Circuit Short to Battery
B2335,Column Tilt Feedback Potentiometer Circuit Short to Ground
B2336,Mirror Switch Assembly Circuit Failure
B2337,Mirror Switch Assembly Circuit Open
B2338,Mirror Switch Assembly Circuit Short to Battery
B2339,Mirror Switch Assembly Circuit Short to Ground
B2340,Column Reach Motor Stalled
B2341,Column Tilt Motor Stalled
B2342,Seat Switch Reference Voltage Positive Common Open Circuit
B2343,Seat Switch Reference Voltage Positive Common Supply Low Voltage
B2344,Seat Switch Reference Voltage Positive Common Supply Voltage Fault
B2345,Seat Switch Reference Voltage Negative Common Open Circuit
B2346,Mirror Switch Reference Voltage Positive Common Open Circuit
B2347,Mirror Switch Reference Voltage Positive Common Supply Low Voltage
B2348,Mirror Switch Reference Voltage Positive Common Supply Voltage Fault
B2349,Mirror Switch Reference Voltage Negative Common Open Circuit
B2350,Steering Column Switch Circuit Short to Battery
B2351,Steering Column Switch Circuit Failure
B2352,Driver Memory Power Switch Indicator Circuit Short to Battery
B2353,Driver Mirror Power Driver Circuit Short Ground
B2354,Driver Mirror Horizontal /Vertical Feedback Potentiometer Circuit Open
B2355,Passenger Mirror Horizontal /Vertical Feedback Potentiometer Circuit Open
B2357,Driver Window Down Current Sense Low Circuit Failure
B2362,Remote Open/Close signal Circuit Short to Ground
B2363,Optical Sensor System Failure
B2364,Fuel Filler Door Circuit Open
B2365,B-pillar Power Sliding Door Open/Close Switch Input Ckt Short to Gnd
B2366,IP Power Sliding Door Open/Close switch Ckt Short to Gnd
B2367,Power Sliding Door Override Switch Input Ckt Short to Gnd
B2368,Steering Column Switch Circuit Out of Range
B2369,Chime OUTPUT Request Ckt Short to Ground
B2373,LED #1 Circuit Short to Battery
B2374,Power Sliding Detent (Latch) Circuit Failure
B2380,Heater Coolant Temp sensor circuit Short to GND
B2381,Heater Coolant Temp sensor circuit Open
B2384,Audio Reverse Aid Mute Input Ckt Failure
B2385,Audio Navigation Mute Input Ckt Failure
B2401,Audio Tape Deck Mechanism Fault
B2402,Audio CD/DJ Thermal Shutdown Fault
B2403,Audio CD/DJ Internal Fault
B2404,Audio Steering Wheel Switch Circuit Fault
B2405,Audio Single-Disc CD Player Thermal Shutdown Fault
B2406,Audio Single-Disc CD Player Internal Fault
B2416,Climate Control Recirculation Actuator Out of Limits
B2425,Remote Keyless Entry Out of Synchronization
B2426,Passenger Solar Radiation Sensor Circuit Open
B2427,Passenger Solar Radiation Sensor Circuit Short to Ground
B2428,A/C Post Heater Sensor #2 Circuit Failure
B2429,A/C Post Heater Sensor #2 Circuit Short to Ground
B2431,Transponder Programming Failed
B2432,Drivers Seat Belt Buckle Switch Circuit Open
B2433,Drivers Seat Belt Buckle Switch Circuit Short to Battery
B2434,Drivers Seat Belt Buckle Switch Circuit Short to Ground
B2435,Drivers Seat Belt Buckle Switch Resistance out of Range
B2436,Passengers Seat Belt Buckl
C0035,Défaut de fonctionnement à roues avant motrices gauche de circuit de vitesse
C0040,Bon défaut de fonctionnement à roues avant motrices de circuit de vitesse
C0041,Bonnes chaîne de circuit de sonde de vitesse/exécution à roues avant motrices (EBCM)
C0045,Défaut de fonctionnement arrière gauche de circuit de vitesse de roue
C0046,Chaîne de circuit de sonde de vitesse de roue/exécution arrière gauches (EBCM)
C0050,Bon défaut de fonctionnement arrière de circuit de vitesse de roue
C0051,Chaîne de circuit de sonde de vitesse de roue de LF/exécution (EBCM)
C0060,Défaut de fonctionnement avant gauche de circuit du solénoïde #1 d’ABS
C0065,Défaut de fonctionnement avant gauche de circuit du solénoïde #2 d’ABS
C0070,Bon défaut de fonctionnement avant de circuit du solénoïde #1 d’ABS
C0075,Bon défaut de fonctionnement avant de circuit du solénoïde #2 d’ABS
C0080,Défaut de fonctionnement arrière gauche de circuit du solénoïde #1 d’ABS
C0085,Défaut de fonctionnement arrière gauche de circuit du solénoïde #2 d’ABS
C0090,Bon défaut de fonctionnement arrière de circuit du solénoïde #1 d’ABS
C0095,Bon défaut de fonctionnement arrière de circuit du solénoïde #2 d’ABS
C0110,Défaut de fonctionnement de circuit de moteur de pompe
C0121,Défaut de fonctionnement de circuit de relais de valve
C0128,Bas circuit de liquide des freins bas
C0141,Défaut de fonctionnement gauche de circuit du solénoïde #1 de CTCs
C0146,Défaut de fonctionnement gauche de circuit du solénoïde #2 de CTCs
C0151,Bon défaut de fonctionnement de circuit du solénoïde #1 de CTCs
C0156,Bon défaut de fonctionnement de circuit du solénoïde #2 de CTCs
C0161,Défaut de fonctionnement de circuit de commutateur de frein d’ABS/TCS
C0221,Bon circuit à roues avant motrices de sonde de vitesse ouvert
C0222,Disparus à roues avant motrices droits de signal de vitesse
C0223,Bon signal à roues avant motrices de vitesse erratique
C0225,Circuit à roues avant motrices gauche de sonde de vitesse ouvert
C0226,Disparus à roues avant motrices gauches de signal de vitesse
C0227,Signal à roues avant motrices gauche de vitesse erratique
C0229,Baisse hors des signaux à roues avant motrices de vitesse
C0235,Circuit arrière de signal de vitesse de roue ouvert
C0236,Disparus arrière de circuit de signal de vitesse de roue
C0237,Signal arrière de vitesse de roue erratique
C0238,Disparité de vitesse de roue
C0241,Circuit de soupape de commande d’EBCM
C0245,Erreur de fréquence de sonde de vitesse de roue
C0254,Circuit de soupape de commande d’EBCM
C0265,Circuit de relais d’EBCM
C0266,Circuit de relais d’EBCM
C0267,Le circuit de moteur de pompe ouvert/a court-circuité
C0268,Le circuit de moteur de pompe ouvert/a court-circuité
C0269,Décharge excessive/isolement Temps
C0271,Défaut de fonctionnement d’EBCM
C0272,Défaut de fonctionnement d’EBCM
C0273,Défaut de fonctionnement d’EBCM
C0274,Décharge excessive/isolement Temps
C0279,Invalide de configuration de Powertrain
C0281,Circuit de commutateur de frein
C0283,Commutateur de traction court-circuité à la terre
C0284,Défaut de fonctionnement d’EBCM
C0286,Circuit de voyant d’ABS court-circuité à B+
C0287,Circuit fourni de couple
C0288,Circuit d’avertissement de lampe de frein court-circuité à B+
C0290,Communications perdues avec le PCM
C0291,Communications perdues avec le BCM
C0292,Communications perdues avec le PCM
C0297,Données de configuration de Powertrain non reçues
C0298,Powertrain a indiqué le défaut de fonctionnement de commande de traction
C0300,Défaut de fonctionnement arrière de sonde de vitesse
C0305,Défaut de fonctionnement avant de sonde de vitesse
C0306,Circuler en voiture le circuit d’A ou de B
C0308,Circuler en voiture le circuit d’A/B bas
C0309,Circuler en voiture le circuit d’A/B haut
C0310,Circuler en voiture le circuit d’A/B ouvert
C0315,Circuler en voiture le circuit au sol ouvert
C0321,Transférer le circuit de serrure de cas
C0323,Circuit de serrure de T-Cas bas
C0324,Circuit de serrure de T-Cas haut
C0327,Défaut de fonctionnement de circuit d’encodeur
C0357,Circuit de commutateur de parc haut
C0359,Bas circuit de rendement discret de la chaîne d’à quatre roues motrices (4LO)
C0362,circuit de rendement 4LO discret haut
C0367,Circuit de commande avant d’axe haut
C0374,Défaut de fonctionnement général de système
C0376,Disparité de vitesse arbre arrière avant/
C0379,Système avant d’axe
C0387,Incapable d’effectuer le décalage
C0472,Le bas du signal V de sonde de vitesse de volant de commande de direction
C0473,Haute du signal V de sonde de vitesse de volant de commande de direction
C0495,Erreur de cheminement d’EVO
C0498,Le bas de direction de circuit d’alimentation de déclencheur de commande d’aide
C0499,Haute de direction de circuit d’alimentation de solénoïde de commande d’aide
C0503,Le bas de direction de circuit de retour de solénoïde de commande d’aide
C0504,Haute de direction de circuit de retour de solénoïde de commande d’aide
C0550,Défaut de fonctionnement d’ECU – interne écrire/défaut de fonctionnement de somme
C0559,Erreur de somme d’EEPROM
C0563,Erreur de somme de ROM de calibrage
C0577,Circuit avant gauche de solénoïde bas
C0578,Circuit avant gauche de solénoïde haut
C0579,Circuit avant gauche de solénoïde ouvert
C0582,Bon circuit avant de solénoïde bas
C0583,Bon circuit avant de solénoïde haut
C0584,Bon circuit avant de solénoïde ouvert
C0587,Circuit arrière gauche de solénoïde bas
C0588,Circuit arrière gauche de solénoïde haut
C0589,Circuit arrière gauche de solénoïde ouvert
C0592,Bon circuit arrière de solénoïde bas
C0593,Bon circuit arrière de solénoïde haut
C0594,Bon circuit arrière de solénoïde ouvert
C0611,Erreur de l’information de VIN
C0615,Défaut de fonctionnement avant gauche de sonde de position
C0620,Bon défaut de fonctionnement avant de sonde de position
C0625,Défaut de fonctionnement arrière gauche de sonde de position
C0628,Circuit de niveau de sonde de position de commande haut
C0630,Bon défaut de fonctionnement arrière de sonde de position
C0635,Défaut de fonctionnement avant gauche de circuit de force normale
C0638,Circuit avant gauche de force normale haut
C0640,Bon défaut de fonctionnement avant de circuit de force normale
C0643,Bon circuit avant de force normale haut
C0655,Défaut de fonctionnement de niveau de relais de compresseur de commande
C0657,Circuit de niveau de compresseur de commande bas
C0658,Circuit de niveau de compresseur de commande haut
C0660,Défaut de fonctionnement de niveau de circuit de soupape d’échappement de commande
C0662,Circuit de niveau de soupape d’échappement de commande bas
C0663,Circuit de niveau de soupape d’échappement de commande haut
C0665,Circuit de signal de lancement de châssis
C0690,Un défaut de fonctionnement plus humide de circuit de relais de commande
C0691,Une chaîne plus humide de circuit de relais de commande
C0693,Un circuit de relais plus humide de commande haut
C0695,Surintensité de sonde de position (approvisionnement de 8 volts)
C0696,Surintensité de sonde de position (approvisionnement de 5 volts)
C0710,Défaut de fonctionnement de signal de position de direction
C0750,Sonde de système du moniteur de pression de pneu (TPM) ne transmettant pas
C0755,Sonde de système du moniteur de pression de pneu (TPM) ne transmettant pas
C0760,Sonde de système du moniteur de pression de pneu (TPM) ne transmettant pas
C0765,Sonde de système du moniteur de pression de pneu (TPM) ne transmettant pas
C0800,Défaut de fonctionnement de circuit de la puissance #1 de dispositif
C0896,La tension électronique de la commande de suspension (ESC) est en dehors de la gamme normale de 9 à 15.5 volts
U0001,Bus de communication de BIDON de vitesse
U0002,Exécution d’autobus de communication de BIDON de vitesse
U0003,L’autobus de communication de BIDON de vitesse (+) s’ouvrent
U0004,Autobus de communication de BIDON de vitesse (+) bas
U0005,Autobus de communication de BIDON de vitesse (+) haut
U0006,L’autobus de communication de BIDON de vitesse (-) s’ouvrent
U0007,Autobus de communication de BIDON de vitesse (-) bas
U0008,Autobus de communication de BIDON de vitesse (-) haut
U0009,Autobus de communication de BIDON de vitesse (-) court-circuité à l’autobus (+)
U0010,Autobus à vitesse moyenne de communication de BIDON
U0011,Exécution à vitesse moyenne d’autobus de communication de BIDON
U0012,L’autobus à vitesse moyenne de communication de BIDON (+) s’ouvrent
U0013,Autobus à vitesse moyenne de communication de BIDON (+) bas
U0014,Autobus à vitesse moyenne de communication de BIDON (+) haut
U0015,L’autobus à vitesse moyenne de communication de BIDON (-) s’ouvrent
U0016,Autobus à vitesse moyenne de communication de BIDON (-) bas
U0017,Autobus à vitesse moyenne de communication de BIDON (-) haut
U0018,Autobus à vitesse moyenne de communication de BIDON (-) court-circuité à l’autobus (+)
U0019,Autobus à vitesse réduite de communication de BIDON
U0020,Exécution à vitesse réduite d’autobus de communication de BIDON
U0021,L’autobus à vitesse réduite de communication de BIDON (+) s’ouvrent
U0022,Autobus à vitesse réduite de communication de BIDON (+) bas
U0023,Autobus à vitesse réduite de communication de BIDON (+) haut
U0024,L’autobus à vitesse réduite de communication de BIDON (-) s’ouvrent
U0025,Autobus à vitesse réduite de communication de BIDON (-) bas
U0026,Autobus à vitesse réduite de communication de BIDON (-) haut
U0027,Autobus à vitesse réduite de communication de BIDON (-) court-circuité à l’autobus (+)
U0028,Autobus A de communication de véhicule
U0029,Autobus de communication de véhicule une exécution
U0030,L’autobus A de communication de véhicule (+) s’ouvrent
U0031,Autobus A de communication de véhicule (+) bas
U0032,Autobus A de communication de véhicule (+) haut
U0033,L’autobus A de communication de véhicule (-) s’ouvrent
U0034,Autobus A de communication de véhicule (-) bas
U0035,Autobus A de communication de véhicule (-) haut
U0036,Autobus A de communication de véhicule (-) court-circuité à l’autobus A (+)
U0037,Autobus B de communication de véhicule
U0038,Exécution de l’autobus B de communication de véhicule
U0039,L’autobus B de communication de véhicule (+) s’ouvrent
U0040,Autobus B de communication de véhicule (+) bas
U0041,Autobus B de communication de véhicule (+) haut
U0042,L’autobus B de communication de véhicule (-) s’ouvrent
U0043,Autobus B de communication de véhicule (-) bas
U0044,Autobus B de communication de véhicule (-) haut
U0045,Autobus B de communication de véhicule (-) court-circuité à l’autobus B (+)
U0046,Autobus C de communication de véhicule
U0047,Exécution de l’autobus C de communication de véhicule
U0048,L’autobus C de communication de véhicule (+) s’ouvrent
U0049,Autobus C de communication de véhicule (+) bas
U0050,Autobus C de communication de véhicule (+) haut
U0051,L’autobus C de communication de véhicule (-) s’ouvrent
U0052,Autobus C de communication de véhicule (-) bas
U0053,Autobus C de communication de véhicule (-) haut
U0054,Autobus C de communication de véhicule (-) court-circuité à l’autobus C (+)
U0055,Autobus D de communication de véhicule
U0056,Exécution de l’autobus D de communication de véhicule
U0057,L’autobus D de communication de véhicule (+) s’ouvrent
U0058,Autobus D de communication de véhicule (+) bas
U0059,Autobus D de communication de véhicule (+) haut
U0060,L’autobus D de communication de véhicule (-) s’ouvrent
U0061,Autobus D de communication de véhicule (-) bas
U0062,Autobus D de communication de véhicule (-) haut
U0063,Autobus D de communication de véhicule (-) court-circuité à l’autobus D (+)
U0064,Autobus E de communication de véhicule
U0065,Exécution de l’autobus E de communication de véhicule
U0066,L’autobus E de communication de véhicule (+) s’ouvrent
U0067,Autobus E de communication de véhicule (+) bas
U0068,Autobus E de communication de véhicule (+) haut
U0069,L’autobus E de communication de véhicule (-) s’ouvrent
U0070,Autobus E de communication de véhicule (-) bas
U0071,Autobus E de communication de véhicule (-) haut
U0072,Autobus E de communication de véhicule (-) court-circuité à l’autobus E (+)
U0073,Autobus de communication de module de commande au loin
U0100,Communication perdue avec ECM/PCM « A »
U0101,Communication perdue avec TCM
U0102,Communication perdue avec le module de commande de cas de transfert
U0103,Communication perdue avec le module de changement de vitesse
U0104,Communication perdue avec le module de commande de croisière
U0105,Communication perdue avec le module de commande d’injecteur de carburant
U0106,Communication perdue avec le module de commande de prise de lueur
U0107,Communication perdue avec le module de commande de déclencheur de commande de puissance
U0108,Communication perdue avec le module de commande alternative de carburant
U0109,Communication perdue avec le module de commande de pompe d’essence
U0110,Communication perdue avec le module de commande de moteur d’entraînement
U0111,Communication perdue avec le module de commande d’énergie de batterie « A »
U0112,Communication perdue avec le module de commande d’énergie de batterie « B »
U0113,Communication perdue avec des paramètres critiques d’émissions
U0114,Communication perdue avec le module de commande d’embrayage d’à quatre roues motrices
U0115,Communication perdue avec ECM/PCM « B »
U0121,Communication perdue avec le module de commande non blocable de circuit de freinage (ABS)
U0122,Communication perdue avec le module de commande de dynamique de véhicule
U0123,Communication perdue avec le module de sonde de taux de lacet
U0124,Communication perdue avec le module latéral de sonde d’accélération
U0125,Communication perdue avec le module multiaxe de sonde d’accélération
U0126,Communication perdue avec le module de sonde d’angle de direction
U0127,Communication perdue avec le module de moniteur de pression de pneu
U0128,Communication perdue avec le module de commande de frein de parc
U0129,Communication perdue avec le module de commande de circuit de freinage
U0130,Communication perdue avec le module de commande d’effort de direction
U0131,Communication perdue avec le module de commande de direction de puissance
U0132,Communication perdue avec le module de commande de niveau de tour
U0140,Communication perdue avec le module de commande de corps
U0141,Communication perdue avec le module de commande de corps « A »
U0142,Communication perdue avec le module de commande de corps « B »
U0143,Communication perdue avec le module de commande de corps « C »
U0144,Communication perdue avec le module de commande de corps « D »
U0145,Communication perdue avec le module de commande de corps « E »
U0146,Communication perdue avec le passage « A »
U0147,Communication perdue avec le passage « B »
U0148,Communication perdue avec le passage « C »
U0149,Communication perdue avec le passage « D »
U0150,Communication perdue avec le passage « E »
U0151,Communication perdue avec le module de commande de contraintes
U0152,Communication perdue avec le module de commande latérale de contraintes
U0153,Communication perdue avec le module de commande latérale de contraintes
U0154,Communication perdue avec l’occupant de contraintes sentant le module de commande
U0155,Communication perdue avec le module de commande du faisceau de tableau de bord (IPC)
U0156,Communication perdue avec le centre « A » de l’information
U0157,Communication perdue avec le centre « B » de l’information
U0158,La communication perdue avec la tête montrent vers le haut
U0159,Communication perdue avec le module de commande d’aide de stationnement
U0160,Communication perdue avec le module de commande alerte audible
U0161,Communication perdue avec le module de boussole
U0162,Communication perdue avec le module d’affichage de navigation
U0163,Communication perdue avec le module de commande de navigation
U0164,Communication perdue avec le module de commande de la CAHT
U0165,Communication perdue avec le module de commande de la CAHT
U0166,Communication perdue avec le module de commande auxiliaire de réchauffeur
U0167,Communication perdue avec le module de commande d’Immobilizer de véhicule
U0168,Communication perdue avec le module de commande de degré de sécurité de véhicule
U0169,Communication perdue avec le module de commande de Sunroof
U0170,Communication perdue avec « la sonde A de système de contraintes »
U0171,Communication perdue avec « la sonde B de système de contraintes »
U0172,Communication perdue avec « la sonde C de système de contraintes »
U0173,Communication perdue avec « la sonde D de système de contraintes »
U0174,Communication perdue avec « la sonde E de système de contraintes »
U0175,Communication perdue avec « la sonde F de système de contraintes »
U0176,Communication perdue avec « la sonde G de système de contraintes »
U0177,Communication perdue avec « la sonde H de système de contraintes »
U0178,Communication perdue avec « la sonde I de système de contraintes »
U0179,Communication perdue avec « la sonde J de système de contraintes »
U0180,Communication perdue avec le module de commande automatique d’éclairage
U0181,Communication perdue avec le phare nivelant le module de commande
U0182,Communication perdue avec le module de commande d’éclairage
U0183,Communication perdue avec le module de commande d’éclairage
U0184,Communication perdue avec la radio
U0185,Communication perdue avec le module de commande d’antenne
U0186,Communication perdue avec l’amplificateur audio
U0187,Communication perdue avec le lecteur de disque de Digital/module « A » de commutateur
U0188,Communication perdue avec le lecteur de disque de Digital/module « B » de commutateur
U0189,Communication perdue avec le lecteur de disque de Digital/module « C » de commutateur
U0190,Communication perdue avec le lecteur de disque de Digital/module « D » de commutateur
U0191,Communication perdue avec la télévision
U0192,Communication perdue avec le PC
U0193,Communication perdue avec « le module de commande audio de Digital A »
U0194,Communication perdue avec « le module de commande audio de Digital B »
U0195,Communication perdue avec le module de récepteur de divertissement d’abonnement
U0196,Communication perdue avec le module de commande arrière de divertissement de siège
U0197,Communication perdue avec le module de commande de téléphone
U0198,Communication perdue avec le module de commande télématique
U0199,Communication perdue avec « le module de commande de porte A »
U0200,Communication perdue avec « le module de commande de porte B »
U0201,Communication perdue avec « le module de commande de porte C »
U0202,Communication perdue avec « le module de commande de porte D »
U0203,Communication perdue avec « le module de commande de porte E »
U0204,Communication perdue avec « le module de commande de porte F »
U0205,Communication perdue avec « le module de commande de porte G »
U0206,Communication perdue avec plier le module de commande supérieure
U0207,Communication perdue avec le module mobile de contrôle du toit
U0208,Communication perdue avec « le module de commande de siège A »
U0209,Communication perdue avec « le module de commande de siège B »
U0210,Communication perdue avec « le module de commande de siège C »
U0211,Communication perdue avec « le module de commande de siège D »
U0212,Communication perdue avec le module de commande de colonne de direction
U0213,Communication perdue avec le module de commande de miroir
U0214,Communication perdue avec la mise en action à distance de fonction
U0215,Communication perdue avec le « commutateur A de porte »
U0216,Communication perdue avec le « commutateur B de porte »
U0217,Communication perdue avec le « commutateur C de porte »
U0218,Communication perdue avec le « commutateur D de porte »
U0219,Communication perdue avec le « commutateur E de porte »
U0220,Communication perdue avec le « commutateur F de porte »
U0221,Communication perdue avec le « commutateur G de porte »
U0222,Communication perdue avec « le moteur A de fenêtre de porte »
U0223,Communication perdue avec « le moteur B de fenêtre de porte »
U0224,Communication perdue avec « le moteur C de fenêtre de porte »
U0225,Communication perdue avec « le moteur D de fenêtre de porte »
U0226,Communication perdue avec « le moteur E de fenêtre de porte »
U0227,Communication perdue avec « le moteur F de fenêtre de porte »
U0228,Communication perdue avec « le moteur G de fenêtre de porte »
U0229,Communication perdue avec le module de chauffage de roue de direction
U0230,Communication perdue avec le module arrière de porte
U0231,Communication perdue avec la pluie sentant le module
U0232,Communication perdue avec le module de commande latérale de détection d’obstacle
U0233,Communication perdue avec le module de commande latérale de détection d’obstacle
U0234,Communication perdue avec le module de rappel de convenance
U0235,Communication perdue avec la sonde de chaîne de distance d’avant de commande de croisière
U0300,Incompatibilité interne de logiciel de module de commande
U0301,Incompatibilité de logiciel avec ECM/PCM
U0302,Incompatibilité de logiciel avec le module de commande de transmission
U0303,Incompatibilité de logiciel avec le module de commande de cas de transfert
U0304,Incompatibilité de logiciel avec le module de commande de changement de vitesse
U0305,Incompatibilité de logiciel avec le module de commande de croisière
U0306,Incompatibilité de logiciel avec le module de commande d’injecteur de carburant
U0307,Incompatibilité de logiciel avec le module de commande de prise de lueur
U0308,Incompatibilité de logiciel avec le module de commande de déclencheur de commande de puissance
U0309,Incompatibilité de logiciel avec le module de commande alternative de carburant
U0310,Incompatibilité de logiciel avec le module de commande de pompe d’essence
U0311,Incompatibilité de logiciel avec le module de commande de moteur d’entraînement
U0312,Incompatibilité de logiciel avec le module de commande d’énergie de batterie A
U0313,Incompatibilité de logiciel avec le module de commande d’énergie de batterie B
U0314,Incompatibilité de logiciel avec le module de commande d’embrayage d’à quatre roues motrices
U0315,Incompatibilité de logiciel avec le module de commande non blocable de circuit de freinage
U0316,Incompatibilité de logiciel avec le module de commande de dynamique de véhicule
U0317,Incompatibilité de logiciel avec le module de commande de frein de parc
U0318,Incompatibilité de logiciel avec le module de commande de circuit de freinage
U0319,Incompatibilité de logiciel avec le module de commande d’effort de direction
U0320,Incompatibilité de logiciel avec le module de commande de direction de puissance
U0321,Incompatibilité de logiciel avec le module de commande de niveau de tour
U0322,Incompatibilité de logiciel avec le module de commande de corps
U0323,Incompatibilité de logiciel avec le module de commande de tableau de bord
U0324,Incompatibilité de logiciel avec le module de commande de la CAHT
U0325,Incompatibilité de logiciel avec le module de commande auxiliaire de réchauffeur
U0326,Incompatibilité de logiciel avec le module de commande d’Immobilizer de véhicule
U0327,Incompatibilité de logiciel avec le module de commande de degré de sécurité de véhicule
U0328,Incompatibilité de logiciel avec le module de sonde d’angle de direction
U0329,Incompatibilité de logiciel avec le module de commande de colonne de direction
U0330,Incompatibilité de logiciel avec le module de moniteur de pression de pneu
U0331,Incompatibilité de logiciel avec le module de commande de corps « A »
U0400,Données inadmissibles reçues
U0401,Données inadmissibles reçues d’ECM/PCM
U0402,Données inadmissibles reçues du module de commande de transmission
U0403,Données inadmissibles reçues du module de commande de cas de transfert
U0404,Données inadmissibles reçues du module de commande de changement de vitesse
U0405,Données inadmissibles reçues du module de commande de croisière
U0406,Données inadmissibles reçues du module de commande d’injecteur de carburant
U0407,Données inadmissibles reçues du module de commande de prise de lueur
U0408,Données inadmissibles reçues du module de commande de déclencheur de commande de puissance
U0409,Données inadmissibles reçues du module de commande alternative de carburant
U0410,Données inadmissibles reçues du module de commande de pompe d’essence
U0411,Données inadmissibles reçues du module de commande de moteur d’entraînement
U0412,Les données inadmissibles ont reçu du module de commande d’énergie de batterie A
U0413,Données inadmissibles reçues du module de commande d’énergie de batterie B
U0414,Données inadmissibles reçues du module de commande d’embrayage d’à quatre roues motrices
U0415,Données inadmissibles reçues du module de commande non blocable de circuit de freinage
U0416,Données inadmissibles reçues du module de commande de dynamique de véhicule
U0417,Données inadmissibles reçues du module de commande de frein de parc
U0418,Données inadmissibles reçues du module de commande de circuit de freinage
U0419,Données inadmissibles reçues du module de commande d’effort de direction
U0420,Données inadmissibles reçues du module de commande de direction de puissance
U0421,Données inadmissibles reçues du module de commande de niveau de tour
U0422,Données inadmissibles reçues du module de commande de corps
U0423,Données inadmissibles reçues du module de commande de tableau de bord
U0424,Données inadmissibles reçues du module de commande de la CAHT
U0425,Données inadmissibles reçues du module de commande auxiliaire de réchauffeur
U0426,Données inadmissibles reçues du module de commande d’Immobilizer de véhicule
U0427,Données inadmissibles reçues du module de commande de degré de sécurité de véhicule
